@relation 12168104L2_2

@attribute status_pozyczki {odmowa, splacona, windykacja, splacona_cz, windykacja_sp}
@attribute kwota_kredytu real
@attribute wiek real
@attribute płeć {kobieta, mężczyzna}
@attribute rodzaj_źródła_dochodu real
@attribute miesieczny_dochod_netto real
@attribute ktore_rolowanie real
@attribute okres_w_jakim_pobierał_dochód real
@attribute okres_w_jakim_będzie_pobierał_dochód real
@attribute opóźnienie_spłaty real

@data
splacona_cz,400.0,26.0,mężczyzna,12.0,1100.0,0.0,27.0,48.0,2.0
splacona_cz,400.0,54.0,kobieta,12.0,1700.0,0.0,49.0,48.0,0.0
splacona,300.0,62.0,kobieta,13.0,1130.0,0.0,97.0,48.0,0.0
odmowa,400.0,65.0,mężczyzna,13.0,1611.69,0.0,235.0,48.0,0.0
splacona,500.0,38.0,kobieta,12.0,2395.0,0.0,74.0,48.0,0.0
splacona,300.0,32.0,mężczyzna,12.0,1655.76,0.0,51.0,48.0,0.0
splacona_cz,500.0,43.0,mężczyzna,98.0,3178.0,0.0,195.0,48.0,1.0
splacona,200.0,64.0,mężczyzna,13.0,744.16,0.0,110.0,48.0,243.0
odmowa,1000.0,39.0,kobieta,11.0,8894.0,0.0,3.0,48.0,0.0
splacona,200.0,57.0,mężczyzna,13.0,440.0,0.0,65.0,48.0,0.0
splacona_cz,200.0,79.0,kobieta,13.0,1442.43,0.0,135.0,48.0,0.0
splacona,400.0,61.0,kobieta,13.0,1160.0,0.0,72.0,48.0,0.0
splacona,300.0,47.0,kobieta,11.0,1700.0,0.0,83.0,48.0,0.0
splacona_cz,200.0,66.0,kobieta,13.0,910.0,0.0,63.0,48.0,0.0
splacona,600.0,58.0,mężczyzna,11.0,1510.0,0.0,160.0,48.0,0.0
splacona_cz,350.0,68.0,mężczyzna,13.0,2000.0,0.0,38.0,48.0,4.0
splacona_cz,400.0,59.0,kobieta,13.0,1400.0,0.0,48.0,48.0,0.0
splacona_cz,400.0,52.0,kobieta,12.0,1040.0,0.0,12.0,19.0,0.0
splacona_cz,500.0,52.0,mężczyzna,11.0,2011.0,0.0,205.0,48.0,5.0
odmowa,300.0,53.0,mężczyzna,12.0,1000.0,0.0,98.0,48.0,0.0
splacona_cz,500.0,54.0,mężczyzna,99.0,2063.38,0.0,191.0,48.0,0.0
splacona,300.0,45.0,mężczyzna,11.0,1400.0,0.0,135.0,48.0,206.0
splacona_cz,300.0,50.0,kobieta,17.0,990.0,0.0,66.0,48.0,0.0
splacona_cz,500.0,35.0,kobieta,11.0,2709.34,0.0,175.0,48.0,0.0
windykacja,231.83,30.0,mężczyzna,12.0,1065.0,0.0,8.0,12.0,1791.0
windykacja,300.0,60.0,kobieta,13.0,790.0,0.0,63.0,48.0,1791.0
splacona_cz,300.0,68.0,kobieta,13.0,1017.0,0.0,155.0,48.0,0.0
splacona,300.0,59.0,mężczyzna,16.0,634.0,0.0,312.0,48.0,0.0
splacona_cz,200.0,52.0,kobieta,12.0,1000.0,0.0,25.0,48.0,0.0
splacona,500.0,55.0,kobieta,13.0,841.17,0.0,13.0,48.0,503.0
splacona_cz,200.0,72.0,kobieta,13.0,730.0,0.0,555.0,48.0,11.0
odmowa,300.0,60.0,kobieta,16.0,684.64,0.0,335.0,48.0,0.0
splacona_cz,300.0,50.0,kobieta,12.0,1000.0,0.0,26.0,29.0,0.0
splacona_cz,600.0,61.0,kobieta,13.0,1050.0,0.0,133.0,48.0,1.0
odmowa,200.0,62.0,kobieta,13.0,745.0,0.0,144.0,48.0,0.0
splacona,600.0,33.0,kobieta,11.0,2200.0,0.0,31.0,48.0,0.0
splacona_cz,500.0,64.0,kobieta,13.0,958.25,0.0,85.0,48.0,0.0
splacona_cz,300.0,70.0,kobieta,13.0,729.03,0.0,251.0,48.0,0.0
splacona_cz,200.0,65.0,kobieta,13.0,670.0,0.0,60.0,48.0,0.0
splacona_cz,300.0,60.0,mężczyzna,12.0,1000.0,0.0,6.0,10.0,0.0
splacona_cz,400.0,29.0,mężczyzna,12.0,1300.0,0.0,21.0,41.0,0.0
splacona_cz,400.0,42.0,mężczyzna,11.0,3500.0,0.0,22.0,48.0,3.0
splacona_cz,200.0,54.0,mężczyzna,17.0,798.8,0.0,143.0,48.0,0.0
odmowa,600.0,48.0,mężczyzna,99.0,1500.0,0.0,30.0,30.0,0.0
splacona_cz,526.11,28.0,kobieta,99.0,468.0,0.0,5.0,10.0,2.0
splacona_cz,200.0,60.0,kobieta,16.0,684.64,0.0,335.0,48.0,0.0
splacona_cz,600.0,51.0,mężczyzna,12.0,2673.17,0.0,106.0,48.0,0.0
odmowa,1000.0,75.0,kobieta,13.0,1400.0,0.0,228.0,48.0,0.0
splacona_cz,1800.0,48.0,mężczyzna,11.0,2353.0,0.0,93.0,48.0,10.0
splacona_cz,300.0,33.0,mężczyzna,11.0,2100.0,0.0,58.0,48.0,4.0
splacona_cz,300.0,59.0,mężczyzna,16.0,726.0,0.0,227.0,48.0,2.0
splacona,300.0,28.0,kobieta,98.0,1000.0,0.0,7.0,48.0,299.0
splacona,500.0,43.0,kobieta,11.0,1443.0,0.0,27.0,48.0,0.0
splacona_cz,600.0,51.0,kobieta,11.0,3200.0,0.0,48.0,48.0,9.0
splacona_cz,600.0,58.0,kobieta,11.0,1400.0,0.0,157.0,48.0,5.0
splacona_cz,200.0,47.0,mężczyzna,12.0,600.0,0.0,3.0,27.0,0.0
splacona_cz,200.0,31.0,kobieta,12.0,980.0,0.0,4.0,5.0,1.0
windykacja_sp,300.0,32.0,mężczyzna,11.0,1040.0,0.0,48.0,48.0,326.0
splacona_cz,500.0,54.0,mężczyzna,11.0,1552.16,0.0,92.0,48.0,0.0
splacona_cz,500.0,49.0,kobieta,11.0,2470.0,0.0,348.0,48.0,0.0
splacona_cz,600.0,61.0,mężczyzna,13.0,1500.0,0.0,17.0,48.0,0.0
splacona_cz,300.0,52.0,mężczyzna,12.0,1000.0,0.0,3.0,5.0,0.0
splacona_cz,200.0,65.0,kobieta,16.0,892.0,0.0,195.0,48.0,1.0
splacona_cz,800.0,74.0,mężczyzna,13.0,2712.0,0.0,337.0,48.0,0.0
splacona_cz,400.0,38.0,kobieta,11.0,1998.9,0.0,225.0,48.0,0.0
splacona_cz,800.0,59.0,kobieta,13.0,1370.0,0.0,70.0,48.0,14.0
odmowa,300.0,59.0,kobieta,13.0,1525.81,0.0,71.0,48.0,0.0
odmowa,500.0,27.0,mężczyzna,12.0,1030.0,0.0,0.0,8.0,0.0
odmowa,500.0,45.0,kobieta,12.0,1010.0,0.0,3.0,11.0,0.0
splacona_cz,500.0,46.0,mężczyzna,12.0,2500.0,0.0,2.0,3.0,0.0
splacona_cz,200.0,62.0,mężczyzna,13.0,1420.41,0.0,18.0,48.0,0.0
odmowa,800.0,24.0,mężczyzna,11.0,1466.0,0.0,3.0,48.0,0.0
odmowa,800.0,56.0,mężczyzna,98.0,2200.0,0.0,27.0,48.0,0.0
splacona_cz,300.0,30.0,mężczyzna,11.0,1000.0,0.0,51.0,48.0,1.0
odmowa,200.0,33.0,mężczyzna,12.0,796.6,0.0,29.0,36.0,0.0
splacona,300.0,31.0,kobieta,12.0,2000.0,0.0,14.0,21.0,0.0
splacona_cz,600.0,54.0,kobieta,12.0,1675.0,0.0,3.0,11.0,10.0
splacona,200.0,35.0,kobieta,12.0,1200.0,0.0,3.0,14.0,0.0
splacona,800.0,38.0,mężczyzna,11.0,2150.0,0.0,48.0,48.0,211.0
splacona_cz,350.0,68.0,mężczyzna,13.0,1162.41,0.0,98.0,48.0,0.0
splacona,200.0,61.0,kobieta,13.0,634.64,0.0,6.0,48.0,0.0
splacona_cz,300.0,60.0,kobieta,13.0,1026.0,0.0,49.0,48.0,0.0
splacona,300.0,59.0,kobieta,13.0,1400.0,0.0,240.0,48.0,0.0
odmowa,500.0,43.0,kobieta,12.0,1030.0,0.0,2.0,5.0,0.0
splacona,300.0,27.0,kobieta,11.0,1500.0,0.0,18.0,48.0,8.0
splacona_cz,310.0,21.0,mężczyzna,12.0,952.89,0.0,16.0,26.0,0.0
odmowa,200.0,76.0,kobieta,13.0,1741.71,0.0,239.0,48.0,0.0
splacona,200.0,40.0,kobieta,17.0,485.0,0.0,121.0,48.0,292.0
splacona_cz,300.0,54.0,kobieta,11.0,1721.7,0.0,114.0,48.0,0.0
splacona_cz,400.0,71.0,kobieta,13.0,1721.0,0.0,191.0,48.0,0.0
splacona,1000.0,43.0,mężczyzna,13.0,4413.0,0.0,85.0,48.0,433.0
splacona_cz,400.0,61.0,kobieta,13.0,2066.0,0.0,123.0,48.0,0.0
splacona_cz,300.0,73.0,mężczyzna,13.0,960.0,0.0,134.0,48.0,0.0
odmowa,200.0,67.0,kobieta,13.0,747.54,0.0,143.0,48.0,0.0
odmowa,200.0,72.0,mężczyzna,13.0,745.0,0.0,143.0,48.0,0.0
odmowa,200.0,66.0,kobieta,13.0,617.79,0.0,71.0,48.0,0.0
splacona_cz,250.0,69.0,kobieta,13.0,1800.0,0.0,111.0,48.0,0.0
splacona_cz,700.0,56.0,kobieta,13.0,580.0,0.0,113.0,48.0,0.0
odmowa,200.0,58.0,kobieta,13.0,887.35,0.0,84.0,48.0,0.0
splacona,400.0,29.0,mężczyzna,12.0,2050.0,0.0,54.0,48.0,0.0
splacona_cz,600.0,47.0,kobieta,98.0,2200.0,0.0,19.0,48.0,0.0
splacona_cz,500.0,42.0,mężczyzna,11.0,2100.0,0.0,278.0,48.0,14.0
splacona,500.0,63.0,mężczyzna,11.0,1660.0,0.0,44.0,48.0,0.0
splacona,500.0,80.0,kobieta,13.0,2000.0,0.0,229.0,48.0,0.0
windykacja_sp,300.0,64.0,kobieta,13.0,880.0,0.0,37.0,48.0,390.0
windykacja_sp,500.0,56.0,mężczyzna,12.0,1410.0,0.0,9.0,34.0,451.0
splacona_cz,400.0,26.0,mężczyzna,11.0,2500.0,0.0,27.0,48.0,1.0
splacona_cz,1000.0,61.0,kobieta,13.0,1820.0,0.0,63.0,48.0,0.0
splacona_cz,1162.3,52.0,kobieta,11.0,1638.0,0.0,308.0,48.0,11.0
splacona_cz,700.0,58.0,kobieta,13.0,1801.41,0.0,31.0,48.0,4.0
odmowa,200.0,70.0,mężczyzna,13.0,720.31,0.0,59.0,48.0,0.0
splacona_cz,1000.0,73.0,kobieta,13.0,2100.0,0.0,49.0,48.0,0.0
splacona_cz,600.0,77.0,mężczyzna,13.0,2609.0,0.0,185.0,48.0,0.0
splacona_cz,817.84,63.0,kobieta,13.0,860.0,0.0,74.0,48.0,2.0
splacona_cz,200.0,51.0,mężczyzna,12.0,1030.0,0.0,3.0,48.0,2.0
splacona_cz,400.0,39.0,kobieta,11.0,1239.05,0.0,198.0,48.0,3.0
splacona_cz,500.0,31.0,kobieta,12.0,1600.0,0.0,8.0,11.0,5.0
odmowa,500.0,23.0,mężczyzna,11.0,980.0,0.0,9.0,48.0,0.0
splacona_cz,400.0,60.0,kobieta,13.0,1425.0,0.0,73.0,48.0,4.0
splacona_cz,500.0,52.0,kobieta,12.0,1500.0,0.0,20.0,32.0,0.0
splacona_cz,200.0,57.0,mężczyzna,13.0,12220.0,0.0,65.0,48.0,0.0
splacona_cz,800.0,62.0,kobieta,13.0,3700.0,0.0,21.0,48.0,3.0
splacona_cz,200.0,60.0,kobieta,13.0,1635.0,0.0,114.0,48.0,0.0
splacona,200.0,70.0,kobieta,13.0,1769.91,0.0,191.0,48.0,10.0
splacona_cz,1500.0,57.0,mężczyzna,98.0,3000.0,0.0,63.0,48.0,2.0
splacona_cz,900.0,48.0,kobieta,12.0,1500.0,0.0,8.0,26.0,7.0
splacona_cz,600.0,56.0,mężczyzna,11.0,3335.0,0.0,427.0,48.0,0.0
splacona,1144.25,48.0,kobieta,12.0,2127.68,0.0,8.0,16.0,119.0
splacona_cz,200.0,40.0,kobieta,17.0,646.0,0.0,48.0,48.0,11.0
windykacja,200.0,62.0,kobieta,13.0,1450.0,0.0,50.0,48.0,1781.0
splacona_cz,300.0,59.0,kobieta,13.0,1658.0,0.0,23.0,48.0,0.0
splacona_cz,500.0,57.0,kobieta,11.0,2249.14,0.0,235.0,48.0,2.0
splacona,1940.52,77.0,kobieta,13.0,3100.0,0.0,204.0,48.0,486.0
splacona_cz,500.0,42.0,mężczyzna,11.0,1700.0,0.0,246.0,48.0,0.0
splacona_cz,400.0,68.0,kobieta,16.0,980.0,0.0,125.0,48.0,1.0
splacona,500.0,49.0,kobieta,11.0,2500.0,0.0,227.0,48.0,0.0
splacona_cz,300.0,49.0,kobieta,11.0,992.84,0.0,115.0,48.0,0.0
splacona_cz,500.0,62.0,kobieta,13.0,1900.0,0.0,82.0,48.0,0.0
splacona_cz,200.0,45.0,mężczyzna,12.0,670.0,0.0,3.0,11.0,0.0
splacona,951.23,28.0,mężczyzna,12.0,1800.0,0.0,21.0,22.0,476.0
splacona_cz,500.0,62.0,kobieta,13.0,962.0,0.0,60.0,48.0,3.0
splacona_cz,400.0,54.0,kobieta,11.0,2800.0,0.0,54.0,48.0,0.0
splacona_cz,200.0,50.0,kobieta,11.0,1577.42,0.0,200.0,48.0,0.0
splacona_cz,300.0,38.0,kobieta,98.0,1200.0,0.0,40.0,48.0,0.0
splacona,300.0,53.0,kobieta,16.0,1740.0,0.0,108.0,48.0,10.0
odmowa,300.0,54.0,kobieta,13.0,736.0,0.0,253.0,48.0,0.0
splacona_cz,200.0,50.0,mężczyzna,16.0,1045.0,0.0,194.0,48.0,0.0
splacona_cz,400.0,39.0,kobieta,11.0,1200.0,0.0,8.0,48.0,0.0
splacona_cz,400.0,61.0,mężczyzna,11.0,1250.0,0.0,60.0,48.0,0.0
windykacja,310.02,50.0,kobieta,98.0,570.0,0.0,22.0,48.0,1777.0
splacona_cz,600.0,35.0,kobieta,11.0,1065.0,0.0,54.0,48.0,4.0
splacona,400.0,51.0,mężczyzna,12.0,2100.0,0.0,15.0,40.0,284.0
splacona_cz,700.0,55.0,kobieta,16.0,2300.0,0.0,57.0,48.0,0.0
splacona_cz,400.0,53.0,kobieta,11.0,1300.0,0.0,29.0,48.0,4.0
splacona,300.0,56.0,kobieta,11.0,1187.06,0.0,128.0,48.0,0.0
splacona_cz,300.0,63.0,kobieta,13.0,1100.0,0.0,100.0,48.0,0.0
splacona_cz,300.0,69.0,mężczyzna,16.0,1100.0,0.0,132.0,48.0,0.0
splacona_cz,600.0,47.0,mężczyzna,11.0,2500.0,0.0,198.0,48.0,3.0
splacona_cz,300.0,66.0,mężczyzna,13.0,2110.0,0.0,96.0,48.0,0.0
splacona_cz,300.0,69.0,mężczyzna,13.0,940.0,0.0,48.0,48.0,4.0
splacona_cz,250.0,58.0,kobieta,13.0,1500.0,0.0,41.0,48.0,5.0
odmowa,300.0,37.0,kobieta,17.0,802.63,0.0,28.0,48.0,0.0
splacona_cz,576.61,66.0,kobieta,13.0,650.0,0.0,68.0,48.0,2.0
splacona_cz,600.0,54.0,kobieta,11.0,1300.0,0.0,62.0,48.0,5.0
splacona_cz,300.0,39.0,kobieta,12.0,1027.0,0.0,3.0,48.0,0.0
windykacja,300.0,33.0,kobieta,12.0,1000.0,0.0,2.0,5.0,1776.0
splacona,500.0,33.0,kobieta,12.0,1540.0,0.0,33.0,39.0,2.0
splacona_cz,500.0,44.0,mężczyzna,12.0,2000.0,0.0,6.0,24.0,0.0
windykacja,300.0,42.0,mężczyzna,12.0,1400.0,0.0,20.0,48.0,1774.0
odmowa,500.0,32.0,mężczyzna,11.0,1400.0,0.0,1.0,48.0,0.0
splacona_cz,565.98,72.0,kobieta,13.0,3541.9,0.0,121.0,48.0,4.0
splacona_cz,500.0,62.0,kobieta,13.0,1200.29,0.0,17.0,48.0,0.0
splacona,400.0,40.0,kobieta,12.0,660.0,0.0,6.0,37.0,0.0
odmowa,500.0,57.0,kobieta,13.0,500.0,0.0,24.0,48.0,0.0
splacona_cz,300.0,39.0,kobieta,11.0,1770.0,0.0,82.0,48.0,0.0
splacona_cz,300.0,57.0,kobieta,11.0,1680.0,0.0,380.0,48.0,4.0
splacona,300.0,24.0,kobieta,17.0,640.0,0.0,5.0,8.0,2.0
splacona_cz,235.97,66.0,kobieta,13.0,1428.55,0.0,131.0,48.0,3.0
splacona_cz,200.0,25.0,mężczyzna,12.0,1660.0,0.0,8.0,26.0,3.0
splacona,700.0,35.0,mężczyzna,12.0,1500.0,0.0,28.0,35.0,0.0
windykacja_sp,450.0,56.0,kobieta,11.0,1600.0,0.0,372.0,48.0,527.0
splacona_cz,200.0,75.0,kobieta,13.0,616.0,0.0,241.0,48.0,0.0
splacona_cz,700.0,30.0,mężczyzna,11.0,2837.0,0.0,121.0,48.0,9.0
splacona_cz,283.08,57.0,kobieta,13.0,782.0,0.0,187.0,48.0,3.0
splacona_cz,300.0,30.0,mężczyzna,99.0,1500.0,0.0,6.0,7.0,1.0
splacona,400.0,22.0,mężczyzna,17.0,1896.0,0.0,29.0,33.0,0.0
splacona_cz,400.0,55.0,kobieta,12.0,1350.0,0.0,17.0,24.0,1.0
splacona_cz,200.0,65.0,kobieta,13.0,1013.74,0.0,108.0,48.0,0.0
splacona_cz,400.0,73.0,kobieta,13.0,1412.0,0.0,199.0,48.0,0.0
splacona_cz,200.0,53.0,kobieta,99.0,1100.0,0.0,46.0,48.0,0.0
splacona_cz,600.0,32.0,mężczyzna,12.0,1655.76,0.0,52.0,48.0,3.0
splacona_cz,500.0,60.0,kobieta,13.0,1000.0,0.0,62.0,48.0,1.0
splacona_cz,326.61,54.0,mężczyzna,99.0,2063.38,0.0,192.0,48.0,0.0
splacona,700.0,27.0,kobieta,11.0,1300.0,0.0,4.0,48.0,0.0
splacona_cz,300.0,73.0,kobieta,13.0,951.0,0.0,157.0,48.0,0.0
splacona_cz,500.0,53.0,kobieta,12.0,2000.0,0.0,4.0,25.0,0.0
splacona_cz,600.0,68.0,kobieta,13.0,2120.0,0.0,113.0,48.0,0.0
splacona_cz,500.0,63.0,mężczyzna,13.0,1768.93,0.0,264.0,48.0,0.0
splacona_cz,400.0,47.0,kobieta,11.0,3170.0,0.0,280.0,48.0,2.0
splacona_cz,650.0,60.0,kobieta,13.0,1100.0,0.0,16.0,48.0,1.0
splacona_cz,600.0,53.0,kobieta,12.0,1500.0,0.0,4.0,4.0,1.0
splacona_cz,450.0,72.0,kobieta,13.0,640.0,0.0,133.0,48.0,2.0
odmowa,500.0,47.0,kobieta,12.0,1102.34,0.0,12.0,38.0,0.0
windykacja,300.0,41.0,mężczyzna,12.0,850.0,0.0,39.0,48.0,1772.0
splacona_cz,442.73,40.0,kobieta,11.0,2505.0,0.0,158.0,48.0,1.0
splacona_cz,650.0,58.0,kobieta,13.0,1735.0,0.0,49.0,48.0,0.0
splacona_cz,482.34,24.0,mężczyzna,17.0,926.0,0.0,50.0,48.0,6.0
splacona_cz,200.0,57.0,kobieta,16.0,703.0,0.0,20.0,48.0,0.0
splacona_cz,500.0,51.0,kobieta,11.0,1700.0,0.0,300.0,48.0,0.0
windykacja_sp,500.0,59.0,mężczyzna,16.0,634.0,0.0,313.0,48.0,530.0
splacona_cz,300.0,24.0,mężczyzna,17.0,926.0,0.0,50.0,48.0,6.0
splacona_cz,500.0,31.0,mężczyzna,11.0,2700.0,0.0,10.0,48.0,8.0
splacona_cz,300.0,62.0,kobieta,13.0,1189.0,0.0,64.0,48.0,1.0
windykacja,500.0,44.0,mężczyzna,12.0,2386.02,0.0,0.0,2.0,1771.0
splacona_cz,500.0,75.0,mężczyzna,13.0,2098.0,0.0,192.0,48.0,0.0
splacona_cz,300.0,53.0,kobieta,16.0,655.0,0.0,26.0,48.0,1.0
splacona_cz,400.0,60.0,kobieta,16.0,1411.0,0.0,61.0,48.0,0.0
splacona_cz,800.0,60.0,kobieta,11.0,2670.0,0.0,83.0,48.0,6.0
splacona_cz,400.0,69.0,kobieta,13.0,1072.0,0.0,147.0,48.0,4.0
splacona_cz,500.0,29.0,kobieta,12.0,1447.0,0.0,16.0,23.0,3.0
splacona_cz,500.0,58.0,mężczyzna,17.0,485.0,0.0,138.0,48.0,0.0
splacona_cz,700.0,58.0,mężczyzna,11.0,1510.0,0.0,160.0,48.0,0.0
splacona,400.0,53.0,mężczyzna,11.0,1320.0,0.0,337.0,48.0,0.0
splacona_cz,310.5,63.0,kobieta,13.0,1668.0,0.0,86.0,48.0,5.0
splacona_cz,250.0,60.0,kobieta,13.0,810.0,0.0,28.0,48.0,3.0
splacona_cz,200.0,54.0,mężczyzna,12.0,988.0,0.0,4.0,12.0,0.0
splacona_cz,200.0,71.0,mężczyzna,13.0,1426.0,0.0,72.0,48.0,0.0
splacona_cz,300.0,61.0,kobieta,13.0,984.0,0.0,5.0,48.0,0.0
splacona_cz,800.0,60.0,mężczyzna,11.0,1000.0,0.0,58.0,48.0,0.0
splacona_cz,500.0,80.0,kobieta,13.0,2421.55,0.0,240.0,48.0,0.0
splacona_cz,953.23,36.0,kobieta,11.0,1900.0,0.0,174.0,48.0,1.0
splacona_cz,500.0,60.0,kobieta,13.0,1212.0,0.0,48.0,48.0,0.0
splacona_cz,1000.0,28.0,mężczyzna,12.0,1800.0,0.0,5.0,7.0,1.0
splacona_cz,400.0,28.0,mężczyzna,12.0,900.0,0.0,13.0,20.0,5.0
splacona_cz,300.0,33.0,mężczyzna,11.0,1800.0,0.0,160.0,48.0,0.0
splacona_cz,600.0,49.0,kobieta,11.0,2800.0,0.0,313.0,48.0,0.0
splacona_cz,600.0,47.0,kobieta,12.0,830.46,0.0,40.0,48.0,0.0
splacona_cz,700.0,58.0,kobieta,17.0,684.0,0.0,184.0,48.0,0.0
splacona_cz,800.0,29.0,mężczyzna,12.0,1800.0,0.0,2.0,2.0,1.0
splacona_cz,200.0,62.0,mężczyzna,13.0,1162.0,0.0,216.0,48.0,0.0
splacona_cz,200.0,49.0,mężczyzna,11.0,1400.0,0.0,9.0,48.0,1.0
splacona_cz,800.0,47.0,kobieta,11.0,5800.0,0.0,49.0,48.0,0.0
splacona_cz,300.0,60.0,mężczyzna,11.0,3000.0,0.0,207.0,48.0,3.0
splacona_cz,500.0,65.0,kobieta,13.0,930.0,0.0,125.0,48.0,2.0
odmowa,200.0,59.0,mężczyzna,16.0,908.37,0.0,124.0,48.0,0.0
odmowa,650.0,31.0,kobieta,11.0,1477.0,0.0,117.0,48.0,0.0
splacona_cz,900.0,33.0,kobieta,11.0,2050.0,0.0,23.0,48.0,2.0
windykacja_sp,526.61,21.0,mężczyzna,12.0,1200.0,0.0,4.0,17.0,374.0
splacona_cz,300.0,52.0,kobieta,11.0,1050.0,0.0,13.0,48.0,0.0
splacona_cz,300.0,62.0,kobieta,13.0,1065.0,0.0,16.0,48.0,0.0
splacona_cz,200.0,50.0,kobieta,12.0,2000.0,0.0,29.0,48.0,2.0
splacona_cz,449.7,23.0,mężczyzna,99.0,980.0,0.0,6.0,7.0,3.0
odmowa,200.0,58.0,mężczyzna,11.0,2180.0,0.0,285.0,48.0,0.0
odmowa,500.0,36.0,mężczyzna,11.0,1048.65,0.0,148.0,48.0,0.0
splacona,400.0,55.0,kobieta,11.0,2800.0,0.0,4.0,48.0,0.0
splacona,500.0,36.0,kobieta,11.0,2478.0,0.0,152.0,48.0,9.0
odmowa,700.0,32.0,mężczyzna,12.0,2500.0,0.0,28.0,48.0,0.0
splacona_cz,300.0,61.0,kobieta,13.0,997.0,0.0,74.0,48.0,0.0
splacona_cz,500.0,61.0,kobieta,13.0,1362.0,0.0,51.0,48.0,2.0
splacona_cz,600.0,57.0,kobieta,12.0,1680.0,0.0,65.0,48.0,0.0
splacona_cz,200.0,65.0,kobieta,13.0,665.92,0.0,120.0,48.0,1.0
splacona,500.0,64.0,kobieta,13.0,958.25,0.0,86.0,48.0,2.0
splacona_cz,400.0,64.0,kobieta,13.0,1015.0,0.0,104.0,48.0,0.0
splacona_cz,200.0,20.0,mężczyzna,17.0,985.0,0.0,8.0,11.0,1.0
splacona,300.0,56.0,kobieta,98.0,980.0,0.0,4.0,48.0,0.0
splacona_cz,600.0,63.0,kobieta,13.0,930.0,0.0,88.0,48.0,3.0
splacona,500.0,52.0,mężczyzna,11.0,3200.0,0.0,184.0,48.0,0.0
splacona_cz,700.0,42.0,mężczyzna,11.0,2258.0,0.0,70.0,48.0,2.0
splacona_cz,300.0,35.0,kobieta,12.0,1200.0,0.0,3.0,14.0,0.0
splacona_cz,500.0,61.0,mężczyzna,11.0,2250.05,0.0,171.0,48.0,3.0
splacona_cz,500.0,72.0,mężczyzna,13.0,1700.0,0.0,9.0,48.0,0.0
splacona_cz,300.0,49.0,mężczyzna,13.0,3900.0,0.0,25.0,48.0,1.0
splacona_cz,500.0,35.0,mężczyzna,11.0,2200.0,0.0,80.0,48.0,7.0
splacona_cz,200.0,46.0,mężczyzna,11.0,1360.0,0.0,114.0,48.0,0.0
splacona,500.0,46.0,mężczyzna,12.0,2500.0,0.0,3.0,4.0,0.0
splacona_cz,500.0,32.0,kobieta,12.0,1260.0,0.0,14.0,23.0,0.0
splacona_cz,200.0,38.0,kobieta,99.0,2800.0,0.0,5.0,6.0,1.0
splacona_cz,1000.0,53.0,mężczyzna,11.0,4000.0,0.0,5.0,48.0,0.0
splacona,600.0,22.0,mężczyzna,12.0,1800.0,0.0,12.0,12.0,51.0
splacona_cz,200.0,40.0,mężczyzna,12.0,1000.0,0.0,1.0,3.0,2.0
splacona,400.0,27.0,mężczyzna,11.0,1700.0,0.0,34.0,48.0,182.0
splacona_cz,200.0,24.0,mężczyzna,12.0,1000.0,0.0,7.0,24.0,0.0
splacona_cz,749.0,76.0,kobieta,13.0,1377.23,0.0,252.0,48.0,0.0
splacona_cz,200.0,74.0,kobieta,13.0,1026.0,0.0,242.0,48.0,0.0
odmowa,200.0,26.0,mężczyzna,12.0,1038.0,0.0,6.0,21.0,0.0
splacona_cz,700.0,72.0,mężczyzna,13.0,2802.0,0.0,242.0,48.0,2.0
splacona,200.0,78.0,mężczyzna,13.0,1263.0,0.0,244.0,48.0,212.0
odmowa,300.0,51.0,kobieta,11.0,1071.0,0.0,28.0,48.0,0.0
splacona,700.0,27.0,kobieta,11.0,2100.0,0.0,17.0,48.0,0.0
splacona_cz,300.0,62.0,kobieta,13.0,714.0,0.0,217.0,48.0,0.0
splacona_cz,300.0,58.0,kobieta,13.0,1240.0,0.0,65.0,48.0,0.0
splacona_cz,300.0,70.0,kobieta,13.0,865.0,0.0,122.0,48.0,0.0
splacona,200.0,60.0,kobieta,16.0,684.64,0.0,336.0,48.0,0.0
splacona,400.0,39.0,mężczyzna,13.0,1750.0,0.0,24.0,48.0,336.0
splacona_cz,600.0,55.0,mężczyzna,16.0,588.0,0.0,417.0,48.0,0.0
splacona_cz,600.0,69.0,kobieta,13.0,2291.0,0.0,66.0,48.0,0.0
splacona_cz,500.0,54.0,kobieta,16.0,1045.6,0.0,7.0,48.0,0.0
splacona,300.0,65.0,mężczyzna,13.0,1253.51,0.0,58.0,48.0,179.0
splacona_cz,281.29,53.0,kobieta,11.0,1700.0,0.0,200.0,48.0,0.0
splacona_cz,200.0,47.0,kobieta,11.0,770.0,0.0,98.0,48.0,0.0
splacona_cz,336.52,25.0,mężczyzna,12.0,1300.0,0.0,4.0,25.0,22.0
windykacja_sp,400.0,48.0,kobieta,12.0,1341.0,0.0,12.0,12.0,477.0
odmowa,200.0,61.0,kobieta,13.0,1154.55,0.0,16.0,48.0,0.0
splacona,200.0,69.0,mężczyzna,13.0,870.5,0.0,49.0,48.0,354.0
splacona_cz,500.0,54.0,mężczyzna,13.0,2800.0,0.0,145.0,48.0,40.0
splacona_cz,500.0,37.0,mężczyzna,12.0,3000.0,0.0,2.0,10.0,1.0
splacona_cz,300.0,50.0,mężczyzna,12.0,1000.0,0.0,38.0,48.0,0.0
